"Name","Unique_ID__c","Order__c","Target_Field__c","Task_Step__r.Unique_ID__c","Transformation__c"
"MAP00001087","VFGE_IOT_SYNC_PERIOD_INSERT_LOAD_TARGET_TRANSFORMATION_END_DATE__C","4.0","End_Date__c","VFGE_IOT_SYNC_PERIOD_INSERT_STEP_2","PERIOD_TO"
"MAP00001088","VFGE_IOT_SYNC_PERIOD_INSERT_LOAD_TARGET_TRANSFORMATION_IOT_LAST_UPDATE_DATE__C","5.0","IOT_last_update_date__c","VFGE_IOT_SYNC_PERIOD_INSERT_STEP_2","LAST_UPDATED_DATE"
"MAP00001089","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_DEAL_NUMBER_SRC__C","1.0","Deal_Number_Src__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","DEAL_INDEX"
"MAP00001090","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_ENTITY_CATEGORY__C","2.0","Entity_Category__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","""Vodafone"""
"MAP00001091","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_IOT_LAST_UPDATE_DATE__C","3.0","IOT_last_update_date__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","LAST_UPDATED_DATE"
"MAP00001092","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_PARTICIPANT__C","4.0","Participant__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","IS_PARTICIPANT != 0 ? true : false"
"MAP00001093","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_PERIOD_INDEX_SRC__C","5.0","Period_Index_Src__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","PERIOD_INDEX"
"MAP00001094","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_SIGNING__C","6.0","Signing__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","IS_SIGNER != 0 ? true : false"
"MAP00001095","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TADIG_CODE_SRC__C","7.0","Tadig_Code_Src__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","TADIG"
"MAP00001096","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET_END__C","8.0","Target_End__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","TARGET_FINISH"
"MAP00001097","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET_START__C","9.0","Target_Start__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","TARGET_START"
"MAP00001098","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET__C","10.0","Target__c","VFGE_IOT_SYNC_1ST_PARTICIPANT_INSERT_STEP_2","TARGET"
"MAP00001099","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_ENTITY_CATEGORY__C","1.0","Entity_Category__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","""Company"""
"MAP00001100","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_PARTICIPANT__C","2.0","Participant__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","IS_PARTICIPANT != 0 ? true : false"
"MAP00001101","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_SIGNING__C","3.0","Signing__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","IS_SIGNER != 0 ? true : false"
"MAP00001102","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET_END__C","4.0","Target_End__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","TARGET_FINISH"
"MAP00001103","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET_START__C","5.0","Target_Start__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","TARGET_START"
"MAP00001104","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TARGET__C","6.0","Target__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","TARGET"
"MAP00001105","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_DEAL_NUMBER_SRC__C","7.0","Deal_Number_Src__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","DEAL_INDEX"
"MAP00001106","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_PERIOD_INDEX_SRC__C","8.0","Period_Index_Src__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","PERIOD_INDEX"
"MAP00001107","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_TADIG_CODE_SRC__C","9.0","Tadig_Code_Src__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","TADIG"
"MAP00001108","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_LOAD_TARGET_TRANSFORMATION_IOT_LAST_UPDATE_DATE__C","10.0","IOT_last_update_date__c","VFGE_IOT_SYNC_2ND_PARTICIPANT_INSERT_STEP_2","LAST_UPDATED_DATE"
"MAP00001109","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_LOAD_TARGET_TRANSFORMATION_ID","1.0","Id","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_STEP_2","ID"
"MAP00001110","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_LOAD_TARGET_TRANSFORMATION_STATUS__C","2.0","Status__c","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_STEP_2","""Waiting Synchronization Process"""
"MAP00001111","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_LOAD_TARGET_TRANSFORMATION_DATA_UPLOADED_TO_SFDC__C","3.0","Data_Uploaded_to_SFDC__c","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_STEP_2","true"
"MAP00001112","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_LOAD_TARGET_TRANSFORMATION_END_UPLOAD_DATA_DATE__C","4.0","End_Upload_Data_Date__c","VFGE_IOT_SYNC_HISTORY_WAITING_SYNC_STEP_2","util:getCurrentTimestamp()"
"MAP00001113","SYS_PURGE_SERVER_LOGS_FILTER_TRANSFORMATION_FILTER_TYPE","1.0","filterType","SYS_PURGE_SERVER_LOGS_FILTER","""Accept"""
"MAP00001114","SYS_PURGE_SERVER_LOGS_FILTER_TRANSFORMATION_FILTER","2.0","filter","SYS_PURGE_SERVER_LOGS_FILTER","util:iif(
  new(
    ""java.util.Date"", util:getCurrentTimestamp().getTime()
    -
    7*24*60*60*1000
  ).after(CREATEDDATE),
  true,
  false
)"
"MAP00001115","SYS_PURGE_SERVER_LOGS_FILE_TRANSFORMATION_INPUTFILENAME","2.0","inputFilename","SYS_PURGE_SERVER_LOGS_FILE","DIRECTORY + ""/"" + FILENAME"
"MAP00001116","SYS_PURGE_SERVER_LOGS_FILE_TRANSFORMATION_OUTPUTFILENAME","3.0","outputFilename","SYS_PURGE_SERVER_LOGS_FILE","FILENAME"
"MAP00001117","SYS_PURGE_SERVER_LOGS_FILE_TRANSFORMATION_FILEOPERATION","1.0","fileOperation","SYS_PURGE_SERVER_LOGS_FILE","""move"""
